year_added,primary_artist,songs,plays
2021,Georgie Fame & the Blue Flames,1,57
2021,James Brown,1,57
2021,Kaaris & Kalash Criminel,1,57
2021,Martin Solveig,1,57
2021,Mystery Skulls,1,57
2021,Steely Dan,1,57
2021,The Drives,1,57
2021,The Trammps,1,56
2021,Claude François,1,54
2021,Hojean,1,54
2021,Jungle,1,54
2021,Melanie Fiona,1,54
2021,Fall Out Boy,1,53
2021,Scorpions,1,52
2021,Kids in America,1,51
2021,Taba Chake,1,51
2021,Tennis,1,50
2021,Vitas,1,50
2021,The Griswolds,1,49
2021,Sticky Fingers,1,48
2021,David Gates,1,47
2021,Bad Bunny & Jhay Cortez,1,46
2021,Shelly,1,46
2021,Xinobi,1,46
2021,Gipsy Kings,1,45
2021,Lil Nas X,1,45
2021,Ariana Grande,1,44
2021,Chloe Lilac,1,44
2021,Gabrielle,1,44
2021,Sofi Tukker,1,44
2021,Joel Corry,1,43
2021,Klingande,1,43
2021,The Kid Laroi & Miley Cyrus,1,43
2021,Fred Falke & Shotgun Tom Kelly,1,41
2021,Rebounder,1,41
2021,Gorillaz,1,40
2021,Gigamesh,1,39
2021,Jack Garratt,1,38
2021,Bakermat,1,37
2021,Deadmau5,1,37
2021,Elli Ingraham,1,37
2021,Justin Bieber,1,37
2021,Koba LaD,1,37
2021,Sophie Ellis Bextor,1,37
2021,Superbus,1,36
2021,Sinead O Connor,1,35
2021,Jean Tonique,1,33
2021,Kenkfraft 400,1,33
2021,Metronomy,1,32
2021,Moodyman,1,32
2021,Polo G,1,31
2021,Carla Bruni,1,30
2021,Devendra Banhart,1,29
2021,Saweetie,1,28
2021,Kendrick Lamar,1,18
2020,Joe Dassin,7,1357
2020,Dua Lipa,10,1124
2020,Bon Entendeur,7,975
2020,Charles Aznavour,4,647
2020,Velvet Underground,2,362
2020,Serge Gainsbourg,4,348
2020,Childhood,1,334
2020,Ottowan,2,287
2020,Ava Max,2,273
2020,Purple Disco Machine,2,236
2020,The 5th Dimension,1,235
2020,MIKA,2,224
2020,Wax Audio,2,224
2020,Daft Punk,1,215
2020,Lifelike,2,187
2020,Cerrone,1,183
2020,Calogero,1,181
2020,"Maes, Ninho",1,180
2020,Disney,1,178
2020,Jean-Pierre Mader,1,170
2020,Family Guy,1,168
2020,Swivel Hips,1,165
2020,John Sebastian,1,164
2020,Got Jax,1,160
2020,Jacques Brel,1,158
2020,Gunther & Samantha Fox,1,156
2020,Pony Pony Run Run,1,156
2020,Savant,1,151
2020,Armin van Buuren,1,145
2020,Barbara,1,145
2020,Mireille Mathieu,1,144
2020,Poolside,1,139
2020,Electric Light Orchestra,1,134
2020,Harry Nilsson,1,131
2020,Sade,1,130
2020,The Pointer Sisters,1,128
2020,Gradur,1,124
2020,Nu (band),1,121
2020,Home,1,119
2020,Polo & Pan,1,118
2020,Patterns,1,116
2020,Doja Cat,1,115
2020,Shakedown,1,115
2020,Al Stewart,1,108
2020,Band Aid,1,104
2020,Bee Gees,1,101
2020,Marie Laforet,1,97
2020,AIR (Band),1,93
2020,Francis Cabrel,1,93
2020,Tiësto & Mabel,1,92
2020,The Friends of Distinction,1,91
2020,Jupiter,1,90
2020,Blondie,1,89
2020,Tom Cochrane,1,89
2020,Mabel,1,85
2020,The Presets & Lifelike,1,85
2020,Brigitte Bardot,1,83
2020,Queen,1,83
2020,Angèle,1,80
2020,Dwig,1,79
2020,Quantic,1,78
2020,Os Tincoas,1,76
2020,Radiohead,1,75
2020,La Femme,1,74
2020,Modjo,1,74
2020,Otis Redding,1,74
2020,The Telephone Hour,1,74
2020,Simone,1,73
2020,Avicii,1,72
2020,Pomplamoose & Daft Punk,1,72
2020,Tones,1,70
2020,Trans-X,1,70
2020,Madeon,1,68
2020,Joe Cocker,1,66
2020,Maitre Gims,1,66
2020,Dave Loggins,1,64
2020,The Chords,1,64
2020,Toploader,1,63
2020,Digitalism,1,61
2020,Tobtok,1,61
2020,Blue Oyster Cult,1,58
2020,Jacques Dutron,1,58
2020,Peter Cetera,1,58
2020,Junior,1,54
2020,The Kinks,1,54
2020,Willie Nelson,1,54
2020,System of a Down,1,53
2020,Yung Bae,1,52
2020,Eddy Mitchell,1,51
2020,Louis Prima,1,48
2020,Le Maitre,1,45
2020,Village People,1,45
2020,Luxxury,1,41
2020,Beck,1,38
2020,Michael Jackson,1,38
2020,Christophe Maé,1,37
2020,Santana,1,32
2019,Joe Dassin,8,1234
2019,Jacques Brel,2,517
2019,Alain Souchon,3,393
2019,Polo & Pan,2,371
2019,Queen,2,367
2019,L'Impératrice,3,359
2019,Pink Floyd,2,266
2019,Calogero,1,262
2019,Supertramp,1,222
2019,Therapie Taxi,1,205
2019,Julien Clerc,1,199
2019,Fake Blood,1,194
2019,Justice,2,194
2019,Daddy Yankee,1,191
2019,Senor Stereo,1,189
2019,Post Malone,2,181
2019,DJ Antoine,1,180
2019,Drake,3,179
2019,Harry Belafonte,1,178
2019,Randy Bachman,1,177
2019,David Cassidy,1,173
2019,Lou Reed,1,169
2019,Trans-X,1,164
2019,Dropkick Murphys,1,163
2019,Utah Saints,1,157
2019,Trois Cafés Gourmands,1,153
2019,Mitiko & Bon Entendeur,1,151
2019,Cevin Fisher,1,147
2019,Bryce Vine,1,146
2019,Wham!,1,144
2019,Red Hot Chili Pepper,1,141
2019,Sivuca & Bon Entendeur,1,141
2019,Dagny,1,140
2019,Imany,1,140
2019,Guts,1,139
2019,Doves,1,138
2019,Cheb Khaled,1,137
2019,Calvin Harris,2,136
2019,Declan McKenna,1,135
2019,Bebe Rexha,1,134
2019,Isabelle Pierre,1,134
2019,Kyo,1,132
2019,Blues Trottoir,1,131
2019,NFC & Bon Entendeur,1,129
2019,BLC TV,2,128
2019,Videoclub,1,128
2019,Dua Lipa,1,127
2019,Waze & Odyssey,1,127
2019,Smash Mouth,1,125
2019,Veorra,1,118
2019,Michel Polnareff,1,115
2019,Omer Adam,1,115
2019,Diana Ross,2,113
2019,Ariana Grande,2,112
2019,Booba,1,110
2019,Danny Brilliant,1,109
2019,Michel Legrand,1,105
2019,Rita Ora,1,104
2019,Daft Punk,1,103
2019,France Gall,1,99
2019,Gil Scott Heron & Moullinex & Bon Entendeur,1,96
2019,Sash!,1,93
2019,Kungs,1,92
2019,The Contours,1,91
2019,Psg,1,88
2019,Social Justice - The musical,1,88
2019,Goldfish,1,83
2019,Raki,1,82
2019,Alkalino & Bon Entendeur,1,81
2019,Dead or Alive,1,81
2019,Lou Rawls,1,80
2019,Mirwais,1,78
2019,Kany West & Lil Pump,1,77
2019,Kygo & Selena Gomez,1,77
2019,Benjamin Diamond,1,76
2019,Francoise Hardy,1,76
2019,Alan Braxe & Fred Falke,1,75
2019,Tommy Tutone,1,75
2019,Daniel Balavoine,1,74
2019,Kool & the Gang,1,74
2019,David Guetta,1,73
2019,Superfunk,1,71
2019,Vanity 6,1,70
2019,Grover Washington Jr,1,69
2019,The Prince Karma,1,68
2019,Thoma Cher & Bon Entendeur,1,68
2019,The Miracles,1,67
2019,Static,1,64
2019,Benjamin Biolay,1,59
2019,Coldplay,1,58
2019,Mr Probz,1,58
2019,Travis Scott,1,58
2019,Less than Jake,1,56
2019,Poolside,1,56
2019,Gaullin,1,55
2019,Jean Leloup,1,55
2019,The Detroit Experiment,1,53
2019,Clara Luciani,1,42
2019,The Four Tops,1,39
2019,"Faul, Wad Ad, Pnau",1,38
2019,The Who,1,31
2018,Baddiel Skinner,2,1440
2018,Dua Lipa,4,549
2018,Chicago,3,527
2018,Polo & Pan,4,455
2018,Clean Bandit,2,404
2018,Justice,3,324
2018,Eric Carmen,1,311
2018,Rita Ora,2,303
2018,Stefie Shock,2,284
2018,Hot Chocolate,1,276
2018,Demon,1,259
2018,442oons,5,244
2018,Alan Braxe & Fred Falke,2,244
2018,Amy Winehouse,3,238
2018,The Superman Lovers,1,235
2018,Robyn,2,219
2018,Joe Dassin,1,212
2018,Eric Prydz,1,202
2018,Royksopp,2,202
2018,Phantoms,1,200
2018,Tom Lehrer,3,186
2018,Calvin Harris,1,180
2018,Magic System,2,176
2018,MIKA,1,173
2018,L'Impératrice,2,168
2018,Dead or Alive,1,157
2018,DJ Mehdi,1,154
2018,Vegedream,1,153
2018,Mattafix,1,148
2018,Queen,1,145
2018,Richy Sheehy,1,145
2018,Jain,2,142
2018,Purple Disco Machine,1,138
2018,Benjamin Biolay,1,137
2018,Dimitri from Paris,1,136
2018,The Archies,1,127
2018,Kali Uchis,1,126
2018,AIR (Band),1,125
2018,Sia,1,124
2018,Madcon,1,116
2018,Vanessa Paradis,1,116
2018,Poom,1,115
2018,White Town,1,110
2018,Empire of the Sun,1,108
2018,Carl Carlton,1,102
2018,Jacques Brel,1,102
2018,Elektronomia,1,101
2018,Michael Jackson,1,101
2018,Galantis,1,99
2018,KC & The Sunshine Band,1,95
2018,The Alan Parsons Project,1,95
2018,Lifelike,1,92
2018,Luis Fonsi & Demi Lovato,1,91
2018,Armin van Buuren,1,90
2018,Vaudeville Smash,1,90
2018,Dusty Springfield,1,86
2018,Jim Yosef,1,86
2018,Tiesto,1,86
2018,Harry Belafonte,1,84
2018,Os Tincoas,1,81
2018,Childish Gambino,1,76
2018,Engelbert Humperdinck,1,75
2018,Duke Dumont,1,74
2018,The Supremes,1,74
2018,Kylie Minogue,1,72
2018,LeAnn Rimes,1,71
2018,Jessie J,1,67
2018,Alice Deejay,1,65
2018,Bobby Bloom,1,65
2018,Joe Cocker,1,65
2018,Semisonic,1,65
2018,Boy Meets Girl,1,64
2018,LEEX & Mattafix,1,64
2018,Serge Gainsbourg,1,64
2018,Squeeze,1,64
2018,Zager & Evans,1,63
2018,Alanis Morissette,1,61
2018,Parade of Lights,1,61
2018,Nina Sky,1,59
2018,Cassius,1,58
2018,Fatboy Slim,1,58
2018,Michael Franti & Spearhead,1,58
2018,Post Malone,1,56
2018,Walk the Moon,1,54
2018,Maroon 5,1,51
2018,Rolling Stones,1,51
2018,Bay City Rollers,1,49
2018,Snap!,1,48
2018,Gin Blossoms,1,47
2018,Etta James,1,45
2018,Camila Cabello,1,44
2018,Drake,1,44
2018,Wilson Pickett,1,44
2018,Fleur East,1,43
2018,Johnny Cash,1,42
2018,The Trashmen,1,41
2018,Barenaked Ladies,1,39
2018,The Isley Brothers,1,36
2018,Howie Day,1,35
2018,Shania Twain,1,29
2017,Chicago,17,2623
2017,PNL,15,1007
2017,442oons,7,578
2017,LaLa Land Cast,4,491
2017,Lifelike,3,481
2017,Kendrick Lamar,3,454
2017,Phil Collins,5,409
2017,The Chainsmokers,4,369
2017,Bee Gees,3,367
2017,Shakira,4,332
2017,Eric Prydz,1,320
2017,Saint Pepsi,3,317
2017,Drake,3,249
2017,Billy Joel,1,229
2017,Lil Dicky,5,229
2017,Blue Oyster Cult,1,202
2017,Rudolph,2,196
2017,Frankie Valli & The Four Seasons,1,176
2017,Sage the Gemini,1,172
2017,The Weeknd,2,171
2017,Selena Gomez,1,156
2017,Vince Dicola,1,153
2017,Hanson,1,129
2017,Charlie Puth,1,128
2017,Peter Gabriel,1,127
2017,Sean Paul,2,124
2017,Gigamesh,1,121
2017,Full House,1,119
2017,Richard Wagner,1,116
2017,The Jackson 5,2,114
2017,Elton John,1,109
2017,The Baseballs,1,108
2017,Tiesto,1,108
2017,Chuck Berry,1,107
2017,Ariana Grande,1,105
2017,Donna Summer,1,103
2017,Ricky Martin,1,103
2017,Stromae,1,102
2017,Caravan Palace,1,98
2017,Various Artists,1,95
2017,Mr President,1,92
2017,Damso,2,91
2017,Tame Impala,1,89
2017,Rod Stewart,1,88
2017,Shawn Mendes,1,87
2017,Kool & the Gang,1,86
2017,D12,1,85
2017,Eminem,1,85
2017,Deorro,1,83
2017,Kendji Girac,1,83
2017,Djeko & Torres,1,81
2017,College,1,79
2017,Kavinsky,1,79
2017,Technotronic,1,79
2017,Indila,1,76
2017,Ween,1,76
2017,Akon,1,74
2017,Bag Raiders,1,69
2017,Pitbull,1,69
2017,The Animals,1,69
2017,Capital Cities,1,64
2017,Jay-Z,1,64
2017,Plastic Bertrand,1,64
2017,Aminé,1,63
2017,Macklemore,1,63
2017,Jean Leloup,1,62
2017,Coldplay,1,61
2017,Desire,1,60
2017,Hovey Benjamin,1,60
2017,Texas,1,60
2017,Duke Ellington,1,59
2017,Luis Fonsi,1,59
2017,AronChupa,1,58
2017,Gipsy Kings,1,58
2017,Umberto Tozzi,1,52
2017,Calvin Harris,1,51
2017,Mike Stud,1,50
2017,Desiigner,1,49
2017,Eric Carmen,1,48
2017,Backstreet Boys,1,47
2017,FKJ,1,47
2017,J.I.D,1,47
2017,"Tyler, The Creator",1,47
2017,Lamborghini,1,46
2017,The Kinks,1,45
2017,94Proof,1,44
2017,Travis Scott,1,44
2017,DJ Khaled,1,43
2017,The Coasters,1,41
2017,Fleetwood Mac,1,38
2017,Gala,1,38
2017,50 Cent,1,37
2017,Opus,1,36
2017,Childish Gambino,1,34
2017,Dobie Gray,1,33
2017,ACDC,1,31
2017,Tiron,1,31
2016,ABBA,7,763
2016,Beach Boys,4,661
2016,Modern Talking,7,615
2016,Supertramp,3,526
2016,Simon,4,372
2016,Johnny Cash,3,348
2016,George Brassens,6,306
2016,Jacques Brel,4,222
2016,The Cyrkle,1,221
2016,Coldplay,3,218
2016,Iam Groupe,1,217
2016,Image (Band),1,211
2016,Tame Impala,2,206
2016,Journey,4,200
2016,Odezenne,4,200
2016,La Compagnie Creole,1,195
2016,Cheb Khaled,1,193
2016,Hall & Oates,3,193
2016,Renaud,3,172
2016,Michel Sardou,2,170
2016,Justice,2,168
2016,Michael Bublé,1,168
2016,Joe Dassin,3,164
2016,Stromae,2,160
2016,J-Five,1,159
2016,Jean Ferrat,3,147
2016,Serge Gainsbourg,3,147
2016,Benjamin Belllman,3,143
2016,Manu Chao,1,141
2016,La Rue Ketanou,3,131
2016,Pass The 40,1,130
2016,Pitbull,1,128
2016,Take That,1,124
2016,Rucka Rucka Ali,1,122
2016,Daft Punk,3,120
2016,Francoise Hardy,2,117
2016,Jefferson Airplane,2,111
2016,Eric Prydz,1,110
2016,Dusty Kid,3,109
2016,Gnarls Barkley,3,109
2016,Tryo,3,109
2016,Charles Aznavour,3,108
2016,Dj Snake,2,108
2016,A1st,1,106
2016,Dalida y Alain Delon,1,104
2016,David Bowie,2,104
2016,Harry Nillson,1,102
2016,Alain Bashung,1,100
2016,Neil Young,1,100
2016,The Prodigy,1,97
2016,Florent Pagny,1,96
2016,Daddy Yankee,1,95
2016,Weird Al Yankovich,1,95
2016,Alanis Morissette,1,88
2016,Nicky Jam,1,88
2016,Boney M.,1,83
2016,Barry Manilow,1,78
2016,Blink-182,1,78
2016,Creedence Clearwater Revival,1,78
2016,Eminem,2,78
2016,Orishas,1,78
2016,Sonny & Cher,1,78
2016,Vengaboys,1,78
2016,TSR Crew,1,77
2016,Soklak,3,75
2016,ATC,1,73
2016,Nicola Cruz,1,73
2016,The Calling,1,73
2016,Men Without Hats,1,72
2016,Brigitte Bardot,2,69
2016,Michel Delpech,1,69
2016,Will Smith,1,67
2016,Gramatik,3,66
2016,John Mayer,1,65
2016,Stealers Wheel,1,65
2016,50 cent & Benny Bennassi,1,64
2016,Sharon Brown,1,64
2016,Giorgio Moroder,1,63
2016,Mickey 3D,1,61
2016,Alizée,1,60
2016,James,1,59
2016,Sidney Bechet,1,59
2016,Toto,1,58
2016,Daniel Balavoine,1,55
2016,Julio Iglesias,1,55
2016,Sting,1,55
2016,BBC Music,1,53
2016,Superbus,1,53
2016,Jean Jacques Goldman,1,51
2016,Noel Harrison,1,50
2016,Iggy Pop,1,49
2016,Urge Overkill,1,49
2016,Van McCoy,1,49
2016,Black Eyed Peas,1,48
2016,Rodrigo Amarante,2,46
2016,DNCE,1,44
2016,Rolling Stones,1,44
2016,Bonnie Tyler,1,43
2016,Hocus Pocus,1,43
2016,John Frusciante,3,43
2016,Psychemagik,1,43
2016,Big Baby D.R.A.M,1,42
2016,Kaytranada,1,42
2016,Chris Manias & Daft Punk,1,41
2016,Leonard Cohen,1,41
2016,Maxime Le Forestier,1,40
2016,Mike Posner,1,40
2016,The Cranberries,2,39
2016,Napkey & Bon Entendeur,1,38
2016,Allure,1,37
2016,Kartell,1,35
2016,Disney,1,34
2016,Gilbert Bécaud,1,34
2016,Nino Ferrer,1,34
2016,Richard Harris,1,34
2016,Kero One,1,33
2016,I-Cube,1,32
2016,Suken,1,32
2016,Sylvie Vartan,1,32
2016,Dschinghis Khan,1,31
2016,Elijah Blake,1,31
2016,Le Maitre,1,31
2016,Ray Charles,1,31
2016,KC & The Sunshine Band,1,30
2016,The Offspring,1,30
2016,Worakis,1,29
2016,Jacques Dutron,1,28
2016,Parov Stelar,1,28
2016,4t thieves,1,27
2016,Fakear,1,27
2016,Francis Cabrel,1,27
2016,Charles Trenet,1,26
2016,Ed Sheeran,1,26
2016,France Gall,1,26
2016,Nassau,1,26
2016,Yannick Noah,1,25
2016,Jean-Louis Aubert,1,24
2016,Olivia Ruiz,1,24
2016,Supreme NTM,1,24
2016,Eddie Vedder,1,23
2016,Antoine Mahe,1,22
2016,Edith Piaf,1,19
2016,Gipsy Kings,1,19
2016,Cirque du Soleil,1,18
2016,Hozier,1,18
2016,Scarface,1,18
2016,Ton Song,1,18
2016,Tong Song,1,18
2016,Cesaria Evora,1,17
2016,Guizmo,1,17
2016,Serge Reggiani,1,17
2016,The Bug,1,17
2016,X Ambassadors,1,17
2016,Madcon,1,15
2016,Sniper,1,15
2016,Twenty One Pilots,1,14
2016,Hagalaz Runedance,1,13
2016,Barbara,1,12
2015,Coldplay,15,1175
2015,Renaud,11,760
2015,Synapson,10,382
2015,Supertramp,2,353
2015,Disney,6,240
2015,Joe Dassin,4,230
2015,Serge Gainsbourg,5,211
2015,MIKA,2,195
2015,Avicii,2,184
2015,Boney M.,2,166
2015,Gigamesh,1,159
2015,Benny Benassi,4,152
2015,Gipsy Kings,2,151
2015,Jacques Brel,3,149
2015,OutKast,1,139
2015,The Cure,4,131
2015,Onra,2,125
2015,RUdolph,3,125
2015,Justice,4,124
2015,Winnie the Pooh,1,124
2015,Bénabar,2,121
2015,Wolfgang Gartner,3,116
2015,Gesaffelstein,7,115
2015,Imagine Dragons,1,115
2015,Nightriders,1,113
2015,Daft Punk,1,111
2015,Watsky,2,108
2015,Adam K,1,107
2015,Gabrielle,1,107
2015,Terry Jacks,1,103
2015,Global Deejays,2,102
2015,The Killers,2,102
2015,Charles Trenet,1,93
2015,Gorillaz,2,93
2015,The Swiss,1,91
2015,Towkio,1,91
2015,Hall & Oates,2,89
2015,Tryo,3,89
2015,Armin van Buuren,1,88
2015,Daze,1,85
2015,The Crusaders & Synapson,1,83
2015,Pharrell Williams,2,80
2015,Frankie Valli & The Four Seasons,2,78
2015,Phil Collins,2,77
2015,Francis Cabrel,2,75
2015,Nicky Romero,1,75
2015,Pink Floyd,5,74
2015,OneRepublic,1,73
2015,Simon,1,72
2015,Beach Boys,2,70
2015,Chromeo,2,69
2015,Unknown,3,68
2015,Disclosure,2,66
2015,Boston,1,65
2015,Etienne de Crecy,1,65
2015,Huey Lewis & The News,1,65
2015,Daniel Guichard,1,64
2015,Mase,1,64
2015,Mister Gavin,1,63
2015,Jean Ferrat,1,62
2015,KC & The Sunshine Band,2,62
2015,Ludacris,1,62
2015,Images,1,61
2015,Mr. Oizo,1,60
2015,Mumford & Sons,1,60
2015,Action Bronson,1,59
2015,Rolling Stones,1,59
2015,Vance Joy,1,59
2015,De Palmas,1,58
2015,The Tokens,1,57
2015,Cartoon Network,2,56
2015,Maurice Chevalier,1,56
2015,Sinik,2,56
2015,Blue Swede,1,55
2015,The Beatles,1,55
2015,Luke & Jimmy,1,54
2015,Eddie Murphy,1,53
2015,George Brassens,1,53
2015,Makano,1,53
2015,Billy Joel,2,52
2015,Cookie Dingler,1,51
2015,East Germany,1,51
2015,Tez Cadey,1,51
2015,Bloody Beetroots,1,50
2015,Elvis Crespo,1,50
2015,Rae Sremmurd,3,50
2015,Steve Aoki,1,50
2015,Rammstein,1,49
2015,Sabrina,1,49
2015,The Doors,1,49
2015,Action Branson,1,48
2015,Andy Grammer,1,48
2015,ParttyNextDoor,1,48
2015,The Virgins,1,48
2015,Blues Brothers,1,47
2015,Indeep,1,47
2015,Marc Anthony,1,47
2015,Nick Jonas,1,47
2015,Borgore,2,46
2015,Manau,1,46
2015,Modek,1,46
2015,Paul Hardcastle,1,46
2015,The Vapors,1,46
2015,Usher,1,46
2015,Mamas,1,45
2015,The Bloody Beetroots,2,45
2015,The Dead Kennedys,1,45
2015,The Jackson 5,1,45
2015,Drake,2,44
2015,Fritz Kalkbrenner,1,44
2015,Immortal Technique,2,44
2015,Infant Sorrow,1,44
2015,Fleetwood Mac,1,43
2015,Sub Focus,1,43
2015,Super Audio Time,1,43
2015,U2,2,43
2015,Calogero,1,42
2015,Charles Aznavour,1,42
2015,John Mayer,1,42
2015,Major Lazer,1,42
2015,Rucka Rucka Ali,2,42
2015,Cazzette,1,41
2015,Divinyls,1,41
2015,Psychemagik,2,41
2015,RL Grime & What So Not,1,41
2015,Sam Gellaitry,1,41
2015,Cheb Khaled,1,40
2015,Claude François,1,40
2015,Collegehumor,2,40
2015,Josh Money,1,40
2015,La Compagnie Creole,1,40
2015,Dynamique,1,39
2015,Neosignal,1,39
2015,The Chainsmokers,1,39
2015,Bonga & Synapson,1,38
2015,Donavans,1,38
2015,Laurent Voulzy,1,38
2015,Lionel Hampton,1,38
2015,Moodyman,1,38
2015,Rockwell,1,38
2015,Yannick,1,38
2015,Degiheugi,1,37
2015,Durante,1,37
2015,France Gall,1,37
2015,JackLNDN,1,37
2015,Van Morrison,1,37
2015,Amersy,1,36
2015,Culture Club,1,36
2015,Eddy Mitchell,1,36
2015,Gotan Project,1,36
2015,Kiss,1,36
2015,Bananarama,1,35
2015,Fedde Le Grand,1,35
2015,Katy Perry,1,35
2015,MaM,2,35
2015,Theo Rouhette,2,35
2015,Alesso,1,34
2015,BeatauCue,1,34
2015,Epic Rap Battles of History,3,34
2015,Julieta Venegas,1,34
2015,Pierre Perret,1,34
2015,Juanes,1,33
2015,Randy Newman,1,33
2015,Seinabo Sey,1,33
2015,The Fielders,1,33
2015,AlunaGeorge,1,32
2015,Boris Vian,1,32
2015,Dropkick Murphys,1,32
2015,Jacques Dutron,1,32
2015,Natalie Cardone,1,32
2015,Nu (band),1,32
2015,Led Zeppelin,2,31
2015,Rhett,1,31
2015,The Monkees,1,31
2015,Jose Feliciano,1,30
2015,Sergio Mendes,1,30
2015,Teddybears,1,30
2015,The Beach Boys,1,30
2015,Tove Lo,1,30
2015,Chemical Brothers & Daft Punk,1,29
2015,Journey,1,29
2015,KONGOS,1,29
2015,Queen,1,29
2015,The Police,2,29
2015,Eiffel 65,1,28
2015,Fetty Wap,2,28
2015,Jaden Chase,1,28
2015,Johnny Cash,1,28
2015,Juliet Fox,1,28
2015,Odezenne,1,28
2015,Steppenwolf,1,28
2015,Bill Withers,1,27
2015,Chance The Rapper,1,27
2015,Coldplay/Rogue,1,27
2015,Jacques Chirac,1,27
2015,Lou Reed,1,27
2015,Madness,1,27
2015,Franz Ferdinand & Daft Punk,1,26
2015,G-Eazy,1,26
2015,Kool & the Gang,1,26
2015,Mungo Jerry,1,26
2015,Steve Miller Band,1,26
2015,Telephone,1,26
2015,Disiz,1,25
2015,Gucci Mane,1,25
2015,Mc Solaar,1,25
2015,Nena,1,25
2015,Ricchi e poveri - testo,1,25
2015,Donavan,1,24
2015,Falco,1,24
2015,Kylie Minogue,1,24
2015,Migos,1,24
2015,T-Pain,1,24
2015,WKND,1,24
2015,lobsterdust,1,24
2015,Cut Killer,1,23
2015,Ludovico Einaudi,1,23
2015,Isabelle Pierre,1,22
2015,Kevin Gates,1,22
2015,The Weeknd,1,22
2015,Aqua,1,21
2015,Bill Haley,1,21
2015,Gorgon City,1,21
2015,Jet,1,21
2015,John Travolta,1,21
2015,Parliament,1,21
2015,Ruper Holmes,1,21
2015,Stevie Wonder,2,21
2015,Zazie et Axel Bauer,1,21
2015,K Camp,1,20
2015,Lesley Gore,1,20
2015,Mark Ronson,1,20
2015,Yves Duteil,1,20
2015,Léo Ferré,1,19
2015,Roy Orbison,1,19
2015,Scott McKensie,1,19
2015,Talk Talk,1,19
2015,Taylor Swift,1,19
2015,Wax,1,19
2015,Father,1,18
2015,Foster the people,1,18
2015,Joywave,1,18
2015,Marvin Gaye,1,18
2015,Chris Brown,1,17
2015,Das Tapes,1,17
2015,Ed Sheeran,1,17
2015,Nino Ferrer,1,17
2015,JAY Z,1,16
2015,Knife Party,1,16
2015,Ram Jam,1,16
2015,AfX,1,15
2015,Dillon Francis & DJ Snake,1,15
2015,Lil Wayne,1,15
2015,Martin Garrix,1,15
2015,Mr Oizo,1,15
2015,Mylene Farmer,1,15
2015,Ray Charles,1,15
2015,The Kinks,1,15
2015,Los Del Rio,1,14
2015,Raphael,1,14
2015,AC/DC,1,13
2015,Awolnation,1,13
2015,Darude,1,13
2015,Pilot,1,13
2015,Stromae,1,13
2015,The Lonely Island,1,13
2015,The Verve,1,13
2015,Zazie,1,13
2015,Carl Douglas,1,12
2015,Janis Joplin,1,12
2015,La Rue Ketanou,1,12
2015,Creedence Clearwater Revival,1,11
2015,Flo Rida,1,11
2015,Ghostbusters,1,11
2015,Infected Mushroom,1,11
2015,Jimi Hendrix,1,11
2015,Maroon 5,1,11
2015,Red Hot Chili Pepper ( Gamper,1,11
2015,Skippa da Flippa,1,11
2015,The Temptations,1,11
2015,Your Favorite Martian,1,11
2015,Deep Purple,1,10
2015,Don McLean,1,10
2015,Phill Collins,1,10
2015,Team America,1,10
2015,Actress,1,9
2015,Kansas,1,9
2015,Chic (Band),1,8
2015,Oivia Newton John,1,7
2015,White Stripes,1,6
2015,Chet Baker,1,5
2015,The Guess Who,1,2
2014,Daft Punk,28,1393
2014,Benjamin Bellman,33,503
2014,Chromeo,6,209
2014,Lana Del Rey,4,156
2014,Flume,4,152
2014,Two Door Cinema Club,2,120
2014,SebastiAn Ingrosso,2,117
2014,Mr. Oizo,3,113
2014,Bakermat,4,112
2014,Axwell,3,106
2014,Cherokee,4,106
2014,Watermät,1,105
2014,Le Nonsense,2,102
2014,Steve Reich,1,102
2014,Claptone,1,101
2014,Kygo,2,99
2014,David Guetta,2,98
2014,Hardwell,2,97
2014,Epic Rap Battles of History,3,93
2014,Duck Sauce,3,90
2014,Imagine Dragons,3,89
2014,Darius,3,88
2014,Aaron Smith,1,85
2014,Gilbert Montagne,1,82
2014,Kanye West,2,82
2014,Benjamin Belllman,2,80
2014,Calvin Harris,2,80
2014,Serge Gainsbourg,3,78
2014,Empire of the Sun,1,75
2014,IAn Pooley & Daft Punk,1,73
2014,Scissor Sisters,1,71
2014,Kartell,3,70
2014,The Piano Guys,1,70
2014,Krewella,1,64
2014,Macklemore,2,62
2014,T.I,1,59
2014,Jill Scott,1,58
2014,Las Ketchup,1,58
2014,Pink Floyd,1,58
2014,Sky Bachi,1,57
2014,Nelly,1,56
2014,Mickael Miro,1,55
2014,The Cardigans,1,55
2014,Brice De Nice,1,54
2014,MIKA,1,54
2014,deadmau5,1,54
2014,Neil Diamond,1,53
2014,Avicii,1,52
2014,Azealia Banks,1,52
2014,T-Pain,1,52
2014,Tony Igy,1,52
2014,Baby Bash,1,50
2014,Ourvais,1,50
2014,Solomun,2,50
2014,Counting Crows,1,49
2014,James Brown Spiderman 3,1,49
2014,Nicky Romero,1,49
2014,Lykke Li,1,48
2014,Black (Artist),1,47
2014,Mozart,4,46
2014,Roch Voisine,2,46
2014,The Garifuna Collective & Synapson,1,46
2014,Charli XCX,1,45
2014,Ok Go,1,45
2014,Sam Feldt,1,45
2014,Starship,1,45
