year_added,primary_artist,songs,plays
2014,Toto,1,45
2014,Beethoven,3,44
2014,Lilly Wood,1,43
2014,Michael Jackson,2,42
2014,Shelco Garcia,1,42
2014,Ice Cube,2,41
2014,Men at Work,1,41
2014,Fatboy Slim,1,40
2014,Tal Bachman,1,39
2014,Ellie Semoun,1,38
2014,ABBA,1,37
2014,Hadyn,3,37
2014,Imagination,1,37
2014,Synapson,2,37
2014,Bada-Bing,1,36
2014,Junior Senior,1,36
2014,Justin Timberlake,2,36
2014,The Champs,1,36
2014,DIMMI,1,35
2014,Panic City,1,35
2014,Tube & Berger,1,35
2014,Wang Chung,1,35
2014,Sheryl Crow,1,34
2014,The Fugees,1,34
2014,Ace of Base,1,33
2014,Cascada,1,33
2014,Le Maitre,1,33
2014,Modjo,1,33
2014,Tiesto,1,33
2014,Romeo et Juliette,1,32
2014,Stereoclip,2,32
2014,Victor Deme & Synapson,1,32
2014,Will Smith,1,32
2014,Laura Branigan,1,31
2014,Louis La Roche,2,31
2014,Poom,1,31
2014,Elvis Presley,1,30
2014,M83,1,30
2014,Pharrell Williams,1,30
2014,Diplo,2,29
2014,MEM,1,29
2014,Mike Posner,1,29
2014,St Lucia,1,29
2014,The Game,1,29
2014,Enrique Iglesias,1,28
2014,Rascal Flats,1,28
2014,Disclosure,2,27
2014,Jewelz,1,27
2014,The Notorious B.I.G.,3,27
2014,Amerie,1,26
2014,Beverlay,1,26
2014,FKJ,1,26
2014,Mr Oizo,1,26
2014,Oliver Heldens,1,26
2014,American Dad Cast,1,25
2014,Boney M.,1,25
2014,Heart,1,25
2014,Train,1,24
2014,Hot Chocolate,1,23
2014,Wax Tailor,1,23
2014,Kat Deluna,1,22
2014,Showtek,1,22
2014,Alpharock,1,21
2014,Dwntwn,1,21
2014,Max Manie,1,21
2014,Ratatat,1,21
2014,Billy Joel,1,20
2014,Gesaffelstein,1,20
2014,Major Lazer,1,20
2014,Sage the Gemini,1,20
2014,UB40,1,20
2014,Phoenix,1,19
2014,SebastiAn,1,19
2014,Cro,1,18
2014,Sugar Hill,1,18
2014,Yacht,1,18
2014,CBMN,1,17
2014,Jason Derulo,1,17
2014,Milky Chance,1,17
2014,Tube,1,17
2014,Barney Stinson,1,16
2014,Chet Faker,1,16
2014,John Newman,1,16
2014,Ten Walls,1,16
2014,The Sweet,1,16
2014,Tom Jones,1,16
2014,Bruno Mars,1,15
2014,Cassius,1,15
2014,DVBBS & Borgeous,1,15
2014,Ed Sheeran,1,15
2014,Madonna,1,15
2014,Naxxos,1,15
2014,Britney Spears,1,14
2014,Brodinsky,1,14
2014,France Gall,1,14
2014,Gary Jules,1,14
2014,Rone,1,14
2014,Gigamesh,1,13
2014,Kid Simius,1,13
2014,Dada Life,1,12
2014,Flako,1,12
2014,JJ,1,12
2014,Steve Aoki,1,12
2014,The Doors,1,11
2014,Nancy Sinatra,1,10
2014,Marvin Gaye,1,9
2014,Tan Dun,1,9
2014,Bingo Players,1,8
2014,Daddy Yankee,1,8
2014,Felix Jaehn,1,7
2014,Dusty Kid,1,6
2014,Arnold Schoenberg,1,4
2014,Arvo Part,1,3
2013,Daft Punk,28,1056
2013,Rucka Rucka Ali,23,504
2013,Gigamesh,4,455
2013,David Guetta,13,399
2013,Madonna,13,341
2013,Pink Floyd,16,309
2013,The Beatles,10,279
2013,Pakito,4,244
2013,MIKA,5,199
2013,Parov Stelar,4,198
2013,Queen,6,185
2013,CASCADA,4,177
2013,Calogero,3,171
2013,The Glitch Mob,4,168
2013,Beach Boys,3,167
2013,Renaud,4,165
2013,Coldplay,5,158
2013,Odezenne,3,153
2013,Renan Luce,2,145
2013,Calvin Harris,4,140
2013,Maroon 5,4,130
2013,Biggie,2,126
2013,Black Eyed Peas,6,124
2013,Bakermat,2,123
2013,Green Day,4,122
2013,Your Favorite Martian,9,122
2013,Birdy Nam Nam,2,119
2013,Daniel Balavoine,2,118
2013,"""Weird Al"" Yankovic",7,117
2013,Dada Life,5,117
2013,Aerosmith,4,115
2013,Kanye West,5,112
2013,Avicii,2,105
2013,Breaking Benjamin,7,103
2013,Victoria Duffield,1,103
2013,Train,2,101
2013,Britney Spears,5,100
2013,KDD,1,100
2013,Rihanna,4,98
2013,Chris Webby,4,97
2013,Alain Souchon,3,95
2013,"Claude François, G. Thibault, J. Revaux & Paul Anka",3,94
2013,No Doubt,2,94
2013,Bénabar,3,91
2013,Indochine,3,91
2013,Kaolin,1,88
2013,SebastiAn,3,87
2013,Hellogoodbye,1,86
2013,Placebo,4,86
2013,Rohff,3,86
2013,Asaf Avidan,1,85
2013,Diam's,6,85
2013,Pitbull,4,84
2013,Eminem,4,83
2013,Lorie,3,82
2013,Manu Chao,3,82
2013,Scorpions,3,82
2013,Swedish House Mafia,3,82
2013,Fool's Garden,1,80
2013,Ke$ha,3,80
2013,Michael Jackson,4,80
2013,Noir Desir,2,78
2013,The Four Tops,1,78
2013,A.Dd+,1,77
2013,Basshunter,2,77
2013,Jean-Jacques Goldman,2,77
2013,Empire of the Sun,1,76
2013,Gwen Stefani,3,75
2013,OneRepublic,3,75
2013,Simple Plan,5,75
2013,C2C,3,74
2013,Iam Groupe,1,73
2013,Depeche Mode,3,71
2013,Jim Carrey,1,71
2013,KT Tunstall,2,71
2013,Fatal Bazooka,4,70
2013,Linkin Park,3,70
2013,Will Smith,3,70
2013,Ricky Martin,2,69
2013,Timbaland,3,69
2013,Toto,1,69
2013,Justice,5,67
2013,Bob Marley,3,66
2013,Cali,2,66
2013,Global Deejays,1,66
2013,The Police,3,66
2013,Wallpaper.,1,66
2013,Jean-Louis Aubert,1,64
2013,R.E.M.,2,64
2013,Benny Benassi,3,63
2013,Fall Out Boy,6,63
2013,Danger,1,62
2013,Les Rita Mitsouko,2,61
2013,Marc Lavoine,2,61
2013,Muse,3,61
2013,The Offspring,1,61
2013,Noir Désir,1,60
2013,Francis Cabrel,2,59
2013,Busted,2,57
2013,Cee Lo Green,2,57
2013,Epic Rap Battles of History,5,57
2013,Naturi Naughton,1,57
2013,MGMT,2,56
2013,The Monroes,1,56
2013,Lady GaGa,2,55
2013,Breakbot,1,54
2013,Pierre Henry,1,54
2013,Skrillex,2,54
2013,Jim Croce,1,53
2013,Nelly Furtado,5,53
2013,Boney M.,1,52
2013,Henri Dès,2,52
2013,Sinsémilia,1,52
2013,V.H.,1,52
2013,Bruno Mars,2,51
2013,Imagine Dragons,1,51
2013,ABBA,1,50
2013,Katy Perry,3,50
2013,Miossec,1,50
2013,America,1,49
2013,Europe,1,48
2013,Mika,1,48
2013,Mike Oldfield,1,48
2013,Jenifer,1,47
2013,Alexandra Stan,1,46
2013,Billy Idol,1,46
2013,Chris Brown,2,46
2013,James Blunt,3,46
2013,Keane,2,46
2013,Nice Peter,5,46
2013,The Human League,1,46
2013,Avenged Sevenfold,2,45
2013,Grégoire,2,45
2013,Jordin Sparks & Chris Brown,1,45
2013,Matt & Kim,1,45
2013,50 Cent,4,44
2013,Edwyn Collins,1,44
2013,Kajagoogoo,1,44
2013,Mike Candys,1,44
2013,Phoenix,1,44
2013,Cheb Mami & Sting,1,43
2013,Jennifer Paige,1,43
2013,Junkie XL,1,43
2013,Metallica,4,43
2013,Orchestral Manoeuvres In the Dark,1,43
2013,Raphaël,1,43
2013,Starsailor,1,43
2013,Deadmau5,3,42
2013,Infant Sorrow,2,42
2013,Korn,1,42
2013,Mondotek,1,42
2013,Nickelback,1,42
2013,Olivia Ruiz,2,42
2013,Ozzy Osbourne,1,42
2013,Radio Killer,1,42
2013,The Weather Girls,1,42
2013,Keedz,1,41
2013,Lupe Fiasco,1,41
2013,Martin Solveig,2,41
2013,Santana,1,41
2013,The All-American Rejects,1,41
2013,Whitney Wolanin,1,41
2013,Bloodhound Gang,1,40
2013,European,2,40
2013,HBK GANG,1,40
2013,Harry Chapin,1,40
2013,Jimmy Buffett,1,40
2013,Ludacris,2,40
2013,Gary Glitter,1,39
2013,Klingande,1,39
2013,Moullinex,1,39
2013,Sixpence None the Richer,1,39
2013,Laurent Voulzy,2,38
2013,Aterciopelados,1,37
2013,David Tavaré,1,37
2013,Hoobastank,1,37
2013,O.A.R.,1,37
2013,Raphael,1,37
2013,René La Taupe,1,37
2013,Sexion d'Assaut,2,37
2013,Sheryl Crow,2,37
2013,Sinik,2,37
2013,Alphaville,1,36
2013,Buggles,1,36
2013,Madcon,1,36
2013,Rammstein,1,36
2013,Amel Bent,1,35
2013,Chamillionaire,2,35
2013,David Guetta featuring JD Davis,2,35
2013,Gorillaz,3,35
2013,La Plage,1,35
2013,Point Blank,1,35
2013,Zedd,1,35
2013,Avril Lavigne,1,34
2013,BeatFreakz,1,34
2013,DJ Sammy & Yanou featuring Do,1,34
2013,Harold Faltermeyer,1,34
2013,Madeon,1,34
2013,Talking Heads,1,34
2013,Teletoon,1,34
2013,B.o.B,1,33
2013,Faudel,1,33
2013,Ratatat,1,33
2013,Akon,1,32
2013,Louise Attaque,1,32
2013,Martin Garrix,1,32
2013,Panic At the Disco,1,32
2013,Tracy Chapman,1,32
2013,Jean Jacques Goldman,1,31
2013,Jennifer Lopez,1,31
2013,Kelly Clarkson,1,31
2013,Mel Brooks,2,31
2013,Peter Paul,1,31
2013,Sean Kingston,2,31
2013,Shakira,1,31
2013,Stereo MC's,1,31
2013,Bee Gees,1,30
2013,Estelle,1,30
2013,Fleetwood Mac,1,30
2013,Helmut Fritz,2,30
2013,Jim Brickman,1,30
2013,K-Maro,1,30
2013,Keen V,1,30
2013,Lily Allen,1,30
2013,Los Adolescantes,1,30
2013,Star Boys,1,30
2013,A$AP Rocky,1,29
2013,Era,2,29
2013,He-Man,1,29
2013,Inna Modja,1,29
2013,Klangkarussell,1,29
2013,M(Chanteur),1,29
2013,Stardust,1,29
2013,Wynter Gordon,1,29
2013,Arnaud Fleurent-Didier,1,28
2013,Busta Rhymes,1,28
2013,Chris Isaak,1,28
2013,Dr. Dre,1,28
2013,Florent Pagny,2,28
2013,Guru Josh Project,1,28
2013,Hampton The Hamster,1,28
2013,Mr. C,1,28
2013,Peter Cincotti,1,28
2013,Zazie,1,28
2013,BJ Thomas,1,27
2013,Bullet for My Valentine,3,27
2013,DJ Antoine,1,27
2013,David Lee Roth,1,27
2013,Drake Bell,1,27
2013,Eurythmics,1,27
2013,Icona Pop,1,27
2013,Pharrell,2,27
2013,Red Hot Chili Pepper,1,27
2013,Shanna,1,27
2013,AC/dB,2,26
2013,Chromatics,1,26
2013,"Earth, Wind & Fire",1,26
2013,Goo Goo Dolls,1,26
2013,Justin Timberlake,2,26
2013,Nickelodeon,1,26
2013,The Tee Set,1,26
2013,Wax Tailor,1,26
2013,Bon Jovi,1,25
2013,F.R. David,1,25
2013,Lil Wayne,2,25
2013,M.Pokora,1,25
2013,Pleasurekraft,1,25
2013,Telephone,1,25
2013,Umberto Tozzi,1,25
2013,Young Jeezy,1,25
2013,80s,1,24
2013,Bob sinclar & Rafaella Carra,1,24
2013,Bryan Adams,1,24
2013,Cardigans,1,24
2013,Cypress Hill,1,24
2013,Danzel,1,24
2013,Die Atzen,1,24
2013,Günther,1,24
2013,Kavinsky,1,24
2013,Robin Thicke,1,24
2013,The Lonely Island,2,24
2013,Asa,1,23
2013,Axelle Red & Renaud,1,23
2013,Backstreet Boys,1,23
2013,Beau-J & Furia,1,23
2013,Chuck Berry,1,23
2013,Dickie Goodman,1,23
2013,Hoku,1,23
2013,Iron Maiden,1,23
2013,Jack Johnson,1,23
2013,James Brown,1,23
2013,Johnny Cash,1,23
2013,M. Pokora,1,23
2013,Mickey 3D,1,23
2013,Mr Flash,1,23
2013,Tacabro,1,23
2013,Axel Bauer,1,22
2013,BB Brunes,1,22
2013,Christophe Maé,1,22
2013,Christophe Willem,1,22
2013,Creed,1,22
2013,Destiny's Child,1,22
2013,Dido,2,22
2013,Joan Jett & The Blackhearts,1,22
2013,Kevin Rudolf & Lil Wayne,1,22
2013,Lene Marlin,1,22
2013,Plain White T's,1,22
2013,After The Fire,1,21
2013,Ashlee Simpson,1,21
2013,Darude/Ville Virtanen,1,21
2013,Duck Sauce,1,21
2013,Fun (Band),1,21
2013,Jay-Z,1,21
2013,Kool & the Gang,1,21
2013,M83,1,21
2013,Marilyn Manson,1,21
2013,Orson,1,21
2013,Paula Abdul,1,21
2013,Rap Beats,1,21
2013,Tarik NuClothes,1,21
2013,Texas,1,21
2013,Devin & Solange & Foxxy Cleopatra,1,20
2013,Jonas Brothers,1,20
2013,"Lipps, Inc.",1,20
2013,Mickey Avalon,1,20
2013,Molecule,1,20
2013,The Republic Tigers,1,20
2013,Weird Al Yankovich,1,20
2013,ADELE,1,19
2013,Andy Grammer,1,19
2013,Bananarama,1,19
2013,Edith Piaf,2,19
2013,French Ball,1,19
2013,Macklemore,1,19
2013,Roger Miller,1,19
2013,Rolling Stones,1,19
2013,The Fray,1,19
2013,Cobra Starship,1,18
2013,Drake,1,18
2013,Duran Duran,1,18
2013,Grant Smilie,1,18
2013,Guns N' Roses,1,18
2013,Gym Class Heroes featuring Patrick Stump,1,18
2013,Hugues Aufray,1,18
2013,KAMINI,1,18
2013,Les Ultras-Boys,1,18
2013,Mac Tyer,2,18
2013,Offenbach,1,18
2013,Snoop Dogg,1,18
2013,Yeah Yeah Yeahs,1,18
2013,Boom Box,1,17
2013,Chumbawamba,1,17
2013,DJ BOBO,1,17
2013,Disclosure,1,17
2013,Eric Cartman,1,17
2013,Jason Derülo,1,17
2013,Kendrick Lamar,1,17
2013,MIdnight Runners,1,17
2013,Revenge,1,17
2013,Robbie Williams,1,17
2013,30 Seconds To Mars,1,16
2013,Bob Dylan,1,16
2013,Eagle-Eye Cherry,1,16
2013,INXS,1,16
2013,Jack Beats,1,16
2013,Say When,1,16
2013,Bob Sinclar,1,15
2013,Finger,1,15
2013,Kamini,1,15
2013,Magic System,1,15
2013,Michael Sembello,1,15
2013,Nirvana,2,15
2013,Party Harders & The Subs,1,15
2013,Sick On the Bus,1,15
2013,Starsound Orchestra,1,15
2013,The Jacksons,1,15
2013,The Wanted,1,15
2013,Trey Songz,1,15
2013,Ylvis,1,15
2013,DJ Earthworm,1,14
2013,Five for Fighting,1,14
2013,Jay Z,1,14
2013,Joan Jett,1,14
2013,Joe Blow,1,14
2013,Lenny Kravitz,1,14
2013,Maurice Chevalier,1,14
2013,Men at Work,1,14
2013,Micky Green,1,14
2013,Ming Tea,1,14
2013,My Chemical Romance,1,14
2013,Pink Martini,1,14
2013,Rhett,1,14
2013,Sound System,1,14
2013,Stromae,1,14
2013,"Christina Aguilera, Lil'Kim, Mya & P!nk",1,13
2013,Counting Crows,1,13
2013,Donavan,1,13
2013,Elvis Presley,1,13
2013,Hilary Duff,1,13
2013,Inna,1,13
2013,Kid Rock,1,13
2013,Knife Party,1,13
2013,Kraftwerk,1,13
2013,Nathan Lane & Matthew Broderick,1,13
2013,Omar et Fred,1,13
2013,Plain White Ts,1,13
2013,Shy'm,1,13
2013,The Procussions,1,13
2013,"Tyler, The Creator",1,13
2013,Alizée,1,12
2013,Beyonce,2,12
2013,Caesars,1,12
2013,Dania Bartolomeo,1,12
2013,Dizzee Rascal,1,12
2013,Hardwell,2,12
2013,Human League,1,12
2013,Israel Kamakawiwo'ole,1,12
2013,Le top des Tout-P'tits,1,12
2013,OutKast,1,12
2013,Rossini,1,12
2013,Venetian Princess,1,12
2013,Amy Macdonald,1,11
2013,Beyoncé,1,11
2013,Faith Hill,1,11
2013,La Roux,1,11
2013,Laurent Wolf,1,11
2013,Le Metropole Orkest,2,11
2013,Led Zeppelin,1,11
2013,Lesiem,1,11
2013,Miranda Cosgrove featuring Drake Bell,1,11
2013,Natasha Bedingfield,1,11
2013,Rob Thomas,1,11
2013,"""Weird Al"" Yankovic & Mike Kieffer",1,10
2013,Booba,1,10
2013,Boris Vian,1,10
2013,Eagles,1,10
2013,Flo Rida,1,10
2013,Freestylers,1,10
2013,Jason Mraz,1,10
2013,Kid Cudi,1,10
2013,Seryoga,1,10
2013,Blue Oyster Cult,1,9
2013,Don Omar,1,9
2013,Johnny Hallyday,1,9
2013,Kris Kross,1,9
2013,Lana Del Rey,1,9
2013,Paris Hilton,1,9
2013,Sak Noel,1,9
2013,Shania Twain,1,9
2013,Sidney Samson,1,9
2013,Soprano,1,9
2013,The Knack,1,9
2013,2 Chainz,1,8
2013,C+C Music Factory,1,8
2013,Dev,1,8
2013,La Fouine,1,8
2013,Moussier Tombola,1,8
2013,Rick Astley,1,8
2013,Rose Royce,1,8
2013,The Pussycat Dolls,1,8
2013,Josh tobin,1,7
2013,Power Music,1,7
2013,Pzk,1,7
2013,Selena Gomez,1,7
2013,Thomas,1,7
2013,Wiz Khalifa,1,7
2013,Chief Keef,1,6
2013,Crystal Castles,1,6
2013,David Bowie,1,6
2013,Electrixx,1,6
2013,Gummibär,1,6
2013,Jim Jamison,1,6
2013,Savage,1,6
2013,Sergio Mendes,1,6
2013,Spandau Ballet,1,6
2013,Booty Full,1,5
2013,HardNox,1,5
2013,Jamie Foxx,1,5
2013,Joris Delacroix,1,5
2013,Tyga,1,5
2013,Wolfgang Amadeus Mozart,1,5
2013,Fergie,1,4
2013,Kelis,1,4
2013,Portishead,1,4
2013,Beethoven,2,2
2013,Borgore,1,2
2013,Yael Naïm,1,1
2013,Bad Musician,1,0
2012,Derek & The Dominos,1,138
2012,Justice,3,118
2012,The Lonely Island,4,107
2012,Superbus,4,103
2012,Avicii,3,78
2012,Train,1,77
2012,Colbie Caillat,1,51
2012,Men Without Hats,1,47
2012,Mos Def,1,45
2012,Weezer,1,45
2012,Duck Sauce,2,41
2012,PH Electro,1,40
2012,Rucka Rucka Ali,3,40
2012,Cher Lloyd,1,36
2012,The Republic Tigers,1,36
2012,Yelle,1,36
2012,Pitbull,1,35
2012,The Police,2,35
2012,Matt & Kim,1,33
2012,Nicki Minaj,2,32
2012,Swedish House Mafia,1,32
2012,Breakbot,2,29
2012,The Proclaimers,1,29
2012,Maroon 5,1,26
2012,JAY Z,1,25
2012,Jean-Luc Lahaye,1,25
2012,Skrillex,1,23
2012,Matt Houston,1,22
2012,Amine Edge & Dance,1,20
2012,Rihanna,1,20
2012,Starsailor,1,20
2012,Frivolous,1,19
2012,Cyndi Lauper,1,18
2012,Desireless,1,18
2012,Diplo,1,18
2012,One Direction,1,18
2012,4 Non Blondes,1,17
2012,Afrojack,1,17
2012,DJ Fresh,1,17
2012,Shoestring,1,16
2012,Del Amitri,1,15
2012,Dr. Dre,1,15
2012,Ellie Goulding,1,15
2012,Sophie B. Hawkins,1,15
2012,Dubba Jonny,1,14
2012,The Dandy Warhols,1,13
2012,Tyga,1,13
2012,Eminem,1,12
2012,Snoop Dogg,1,12
2012,Knife Party,1,11
2012,PSY (Artist),1,10
2012,Bob Marley,1,9
2012,Digital Underground,1,8
2012,Benny Benassi,1,6
2012,A Flock of Seagulls,1,5
2011,Frank Sinatra,8,151
2011,The Beatles,4,105
2011,Frankie Valli & The Four Seasons,1,62
2011,Gérald de Palmas,1,46
2011,Shakira,1,45
2011,David Guetta,1,44
2011,Your Favorite Martian,3,41
2011,Enrique Iglesias,2,35
2011,Rucka Rucka Ali,2,32
2011,Oasis,1,30
2011,MGMT,1,29
2011,Kanye West,1,26
2011,Elvis Presley,1,23
2011,F.R. David,1,23
2011,Coldplay,1,22
2011,Jon Lajoie,1,22
2011,Taio Cruz,1,22
2011,The Script,1,22
2011,BBMak,1,21
2011,Gavin Rossdale,1,21
2011,LMFAO,2,21
2011,Michael Bublé,2,21
2011,B.o.B,1,20
2011,Manu Chao,1,20
2011,Will Smith,1,20
2011,Afroman,1,19
2011,Bob Marley,1,18
2011,Five for Fighting,1,18
2011,The Lonely Island,1,18
2011,Stereo MCs,1,17
2011,KRS-One,1,16
2011,Asia,1,15
2011,Coolio featuring L.V.,1,14
2011,Dead or Alive,1,14
2011,Michael Jackson,1,14
2011,"2Pac, Roger Troutman & Dr. Dre",1,12
2011,Serge Gainsbourg,1,12
2011,Foreigner,1,11
2011,Chamillionaire,1,10
2011,Kim Carnes,1,10
2011,Bassnectar,1,9
2011,Whitesnake,1,9
2011,Ke$ha,1,8
2011,Coolio,1,7
2011,Engelbert,1,6
2011,John Denver & The Muppets,1,6
2011,Rob Thomas,1,3
2010,KC & The Sunshine Band,1,118
2010,The Beatles,4,96
2010,Lady Gaga,1,70
2010,Michael Bublé,1,67
2010,Depeche Mode,3,64
2010,The Corrs,1,58
2010,Rucka Rucka Ali,3,53
2010,Eddy Grant,1,52
2010,Laurent Voulzy,1,47
2010,Snoop Dogg,4,46
2010,Swedish House Mafia,1,35
2010,The Bornagen Beatles,2,35
2010,Rob Thomas,1,32
2010,The Turtles,1,32
2010,Sting,1,31
2010,Wisin & Yandel,1,31
2010,Axel Bauer,1,28
2010,Ringo Starr,1,27
2010,U2,1,27
2010,Booba,2,26
2010,Daft Punk,1,25
2010,David Guetta,1,25
2010,Five for Fighting,1,25
2010,Hits Variété Pop,1,25
2010,Lou Bega,1,24
2010,The Who,1,23
2010,Lily Allen,1,22
2010,Muse,1,22
2010,Shakira,1,22
2010,The Bloody Beetroots,1,21
2010,Good Charlotte,1,20
2010,Sara Bareilles,1,20
2010,The Grouch,1,20
2010,The Kinks,1,20
2010,Billy Joel,1,17
2010,Edward Maya & Vika Jigulina,1,17
2010,Far East Movement,1,16
2010,Lawrence,1,16
2010,Spin Doctors,1,16
2010,Timbaland,1,16
2010,Yolanda Be Cool & DCUP,1,16
2010,Aaron Carter,1,15
2010,Donovan,1,15
2010,Haddaway,1,15
2010,Laurent Wolf,1,15
2010,Corey Hart,1,14
2010,Keane,1,14
2010,Swing Out Sister,1,14
2010,Kid Cudi,1,13
2010,Cee Lo Green,1,12
2010,Vanilla Ice,1,12
2010,Naked Eyes,1,11
2010,Team America,1,11
2010,American Heroes,1,10
2010,Ramones,1,10
2010,Aerosmith,1,9
2010,Rihanna,1,9
2010,Spice Girls,1,9
2010,Steely Dan,1,9
2010,The Black Eyed Peas,1,9
2010,"Eminem, Dr. Dre & 50 Cent",1,7
2010,Cyndi Lauper,1,5
2009,Daft Punk,2,49
2009,The Feeling,1,43
2009,Shakira,1,35
2009,Stevie Wonder,1,32
2009,System of a Down,1,32
2009,Flo Rida,1,29
2009,David Guetta,1,27
2009,Hootie & The Blowfish,1,24
2009,Snow Patrol,1,23
2009,Linkin Park,1,21
2009,Pink Floyd,1,20
2009,The Click Five,1,18
2009,Korn,1,17
2009,Cypress Hill,1,16
2009,Diam's,1,15
2009,The Bangles,1,15
2009,U2,1,15
2009,Britney Spears,1,12
2009,Mac Dre,1,12
2009,Eminem,1,11
2009,Green Day,1,11
2009,LMFAO,1,11
2009,Rob Dougan,1,8
2009,The Prodigy,1,6
2008,Daft Punk,4,181
2008,Madonna,5,107
2008,Tokio Hotel,6,83
2008,Fall Out Boy,5,77
2008,"""Weird Al"" Yankovic",4,73
2008,Cascada,2,71
2008,Gwen Stefani,2,55
2008,Bob Sinclar,2,51
2008,Maroon 5,1,51
2008,Justice,2,47
2008,The Black Eyed Peas,4,47
2008,MIKA,1,46
2008,Britney Spears,2,44
2008,Jack Johnson,2,43
2008,"Big Ali, Bob Sinclar & Dollar Man",1,42
2008,David Bowie,2,41
2008,Nelly Furtado,1,40
2008,Beyoncé,1,39
2008,Breaking Benjamin,2,39
2008,a-ha,1,39
2008,Smash Mouth,2,38
2008,The All-American Rejects,2,38
2008,O-Zone,1,37
2008,Miranda Cosgrove,1,36
2008,Linkin Park,3,35
2008,Journey,1,30
2008,The Rolling Stones,1,26
2008,Coldplay,1,25
2008,Renaud,1,25
2008,Chris Brown,1,24
2008,Jonas Brothers,1,24
2008,Lil Wayne,1,24
2008,Junkie XL,1,23
2008,Green Day,1,22
2008,Public Enemy,1,22
2008,Red Hot Chili Peppers,2,20
2008,Darude,1,19
2008,David Guetta,1,19
2008,Soft Cell,1,19
2008,Vanessa Carlton,1,19
2008,Village People,1,19
2008,Enur,1,17
2008,Louis Armstrong,1,17
2008,Gloria Gaynor,1,16
2008,Guns N' Roses,1,16
2008,Marilyn Manson,1,16
2008,Benny Benassi,1,15
2008,P!nk,1,15
2008,The Cure,1,15
2008,Twisted Sister,1,15
2008,Michael Jackson,2,13
2008,John Mayer,1,12
2008,Placebo,1,12
2008,Gym Class Heroes featuring Patrick Stump,1,11
2008,Sean Paul,1,11
2008,T.I.,1,10
2008,Boy George,1,9
2008,Bob Marley,1,6
2008,Drake Bell,1,6
2008,MC Hammer,1,6
2008,Timbaland,1,6
2008,Laurent Wolf,1,5
2008,Soulja Boy Tell 'Em,1,4
2007,Natalie Imbruglia,1,39
2007,James Blunt,1,30
2007,Crazy Frog,1,19
2007,Avril Lavigne,1,11
2006,The Pogues,1,71
2006,Johnny Cash,1,42
2006,Tracy Chapman,1,37
2006,Grand Funk Railroad,1,8
2005,ABBA,2,137
2005,Robbie Williams,3,123
2005,Green Day,1,122
2005,Maroon 5,1,42
2004,Maroon 5,1,55
2004,James Taylor,1,36
2004,Survivor,1,11
2004,The Who,1,9
2004,The J. Geils Band,1,7
